uid,participant_id,video_id,start_timestamp,stop_timestamp,start_action,stop_action,inactive,inactive_frame_name,action,noun,bbox_coords,contact_points,org_contact_points
1001,P07,20250513T072258Z,421.92,425.84,10549,10647,10548,P07_10548_568_94_1562_1056.jpg,cut leafs,strawberry,"568, 94, 1562, 1056","(174, 91), (192, 98), (211, 105), (213, 117), (210, 154), (207, 186), (203, 217), (198, 253), (197, 277), (202, 275)","(916, 277), (953, 291), (991, 305), (995, 329), (988, 402), (982, 466), (975, 528), (965, 601), (963, 648), (972, 644)"
1002,P07,20250513T072258Z,452.8,459.36,11321,11485,11238,P07_11238_514_0_1626_870.jpg,cut leafs,strawberry,"514, 0, 1626, 870","(152, 230), (165, 231), (173, 205), (182, 192), (194, 217), (211, 224), (228, 236), (242, 243), (257, 250), (269, 259)","(818, 460), (845, 462), (861, 410), (878, 385), (902, 435), (937, 449), (971, 472), (998, 486), (1028, 501), (1052, 518)"
1003,P07,20250513T072258Z,468.96,472.56,11725,11815,11723,P07_11723_588_54_1684_1066.jpg,cut leafs,strawberry,"588, 54, 1684, 1066","(110, 264), (138, 267), (149, 228), (145, 252), (149, 267), (163, 272), (178, 276), (191, 282), (198, 293), (205, 310)","(808, 582), (864, 589), (887, 511), (879, 558), (887, 588), (915, 599), (945, 606), (970, 619), (984, 640), (999, 674)"
1004,P07,20250513T072258Z,472.6,477.24,11816,11932,11815,P07_11815_564_10_1680_996.jpg,cut leafs,strawberry,"564, 10, 1680, 996","(247, 95), (207, 107), (227, 119), (216, 136), (208, 158), (202, 209), (209, 252), (217, 273), (224, 288), (233, 302)","(1058, 201), (979, 225), (1018, 249), (997, 283), (981, 327), (968, 428), (982, 515), (999, 557), (1012, 586), (1031, 614)"
1005,P07,20250513T072258Z,498.84,502.52,12472,12564,12470,P07_12470_582_104_1698_982.jpg,cut leafs,strawberry,"582, 104, 1698, 982","(159, 165), (166, 181), (170, 191), (179, 203), (192, 214), (203, 226), (222, 242), (229, 253), (130, 158), (147, 150)","(900, 435), (914, 466), (923, 487), (940, 510), (966, 533), (988, 556), (1026, 588), (1040, 611), (843, 421), (877, 404)"
1006,P07,20250513T072258Z,515.24,520.2,12882,13006,12882,P07_12882_468_108_1490_990.jpg,cut leafs,strawberry,"468, 108, 1490, 990","(144, 196), (170, 181), (189, 166), (187, 187), (194, 206), (207, 224), (211, 245), (218, 261), (224, 277), (233, 294)","(756, 500), (809, 470), (846, 441), (843, 482), (857, 521), (882, 557), (891, 598), (904, 630), (917, 663), (935, 696)"
1007,P07,20250513T072258Z,521.6,526.8,13041,13171,13041,P07_13041_474_90_1542_970.jpg,cut leafs,strawberry,"474, 90, 1542, 970","(241, 140), (258, 140), (279, 143), (258, 148), (251, 172), (250, 185), (250, 214), (246, 235), (246, 251), (243, 280)","(956, 370), (990, 370), (1032, 376), (991, 386), (977, 435), (975, 461), (974, 518), (966, 560), (966, 593), (961, 650)"
1008,P07,20250513T072258Z,531,534.92,13276,13374,13274,P07_13274_308_66_1510_950.jpg,cut leafs,strawberry,"308, 66, 1510, 950","(310, 166), (323, 185), (364, 190), (336, 195), (331, 227), (326, 248), (324, 268), (320, 284), (317, 298), (314, 309)","(929, 399), (954, 437), (1036, 447), (981, 457), (971, 521), (961, 562), (956, 602), (949, 634), (942, 663), (937, 684)"
1009,P07,20250513T072258Z,558.56,563.36,13965,14085,13962,P07_13962_476_0_1786_884.jpg,cut leafs,strawberry,"476, 0, 1786, 884","(138, 263), (103, 280), (94, 311), (120, 344), (158, 365), (180, 343), (197, 266), (216, 305), (167, 288), (151, 334)","(753, 527), (682, 561), (665, 622), (716, 689), (793, 730), (837, 687), (871, 532), (909, 610), (810, 576), (778, 669)"
1010,P07,20250513T072258Z,563.68,567.16,14093,14180,14092,P07_14092_624_4_1776_812.jpg,cut leafs,strawberry,"624, 4, 1776, 812","(49, 257), (65, 277), (77, 262), (100, 253), (115, 250), (133, 269), (151, 267), (170, 266), (181, 269), (189, 276)","(722, 518), (754, 559), (778, 529), (824, 511), (854, 505), (891, 542), (927, 538), (964, 536), (986, 542), (1003, 556)"
1011,P07,20250513T072258Z,632.32,636.76,15809,15920,15801,P07_15801_654_0_1820_868.jpg,cut leafs,strawberry,"654, 0, 1820, 868","(136, 196), (108, 206), (102, 223), (114, 217), (132, 227), (151, 237), (167, 245), (180, 252), (196, 263), (216, 284)","(927, 393), (871, 413), (858, 446), (882, 434), (918, 454), (956, 474), (988, 490), (1014, 504), (1047, 527), (1087, 569)"
1012,P07,20250513T072258Z,637.08,641.48,15928,16038,15926,P07_15926_606_6_1856_902.jpg,cut leafs,strawberry,"606, 6, 1856, 902","(113, 207), (138, 185), (158, 175), (138, 203), (165, 218), (182, 237), (199, 253), (212, 267), (225, 283), (149, 208)","(832, 420), (882, 376), (923, 357), (883, 412), (936, 442), (971, 480), (1005, 513), (1030, 541), (1056, 573), (905, 422)"
1013,P07,20250513T072258Z,645.76,648.84,16145,16222,16144,P07_16144_548_10_1742_824.jpg,cut leafs,strawberry,"548, 10, 1742, 824","(72, 149), (93, 153), (100, 168), (115, 192), (133, 206), (154, 220), (175, 229), (206, 250), (230, 268), (249, 289)","(693, 309), (735, 316), (748, 346), (779, 394), (814, 423), (857, 451), (898, 469), (960, 510), (1008, 546), (1047, 588)"
1014,P07,20250513T072258Z,649.04,655.68,16227,16393,16223,P07_16223_610_42_1830_944.jpg,cut leafs,strawberry,"610, 42, 1830, 944","(105, 240), (130, 221), (123, 230), (135, 238), (151, 247), (170, 253), (187, 258), (204, 264), (210, 268), (218, 284)","(820, 523), (870, 484), (856, 503), (880, 518), (913, 536), (950, 548), (984, 558), (1019, 571), (1031, 579), (1047, 611)"
1015,P07,20250513T072258Z,655.92,660.72,16399,16519,16397,P07_16397_596_40_1756_930.jpg,cut leafs,strawberry,"596, 40, 1756, 930","(58, 163), (85, 163), (110, 158), (101, 169), (122, 173), (135, 192), (158, 220), (172, 236), (193, 259), (203, 271)","(713, 367), (767, 366), (817, 356), (799, 379), (841, 386), (867, 425), (912, 480), (940, 513), (982, 559), (1002, 582)"
1016,P07,20250513T072258Z,678.32,682.68,16959,17068,16956,P07_16956_444_6_1756_824.jpg,cut leafs,strawberry,"444, 6, 1756, 824","(241, 218), (225, 252), (252, 259), (244, 239), (261, 221), (262, 232), (299, 221), (306, 227), (307, 236), (236, 272)","(926, 443), (895, 510), (948, 524), (933, 484), (967, 448), (968, 471), (1042, 449), (1057, 461), (1059, 478), (916, 551)"
1017,P07,20250513T072258Z,688.12,698.84,17204,17472,17199,P07_17199_486_2_1834_894.jpg,cut leafs,strawberry,"486, 2, 1834, 894","(205, 210), (216, 233), (200, 236), (190, 257), (186, 277), (202, 270), (235, 227), (253, 229), (263, 236), (271, 241)","(896, 423), (918, 469), (886, 474), (866, 517), (858, 557), (891, 542), (956, 456), (992, 461), (1012, 474), (1028, 484)"
1018,P07,20250513T072258Z,704.84,710.84,17622,17772,17621,P07_17621_482_10_1580_956.jpg,cut leafs,strawberry,"482, 10, 1580, 956","(240, 247), (225, 232), (204, 247), (233, 210), (255, 224), (270, 218), (237, 254), (245, 268), (261, 279), (271, 284)","(962, 505), (932, 475), (890, 504), (948, 430), (993, 458), (1022, 447), (956, 519), (973, 546), (1004, 568), (1025, 579)"
1019,P07,20250513T072258Z,710.88,716.92,17773,17924,17766,P07_17766_414_20_1534_938.jpg,cut leafs,strawberry,"414, 20, 1534, 938","(251, 203), (278, 215), (292, 215), (309, 212), (281, 190), (283, 219), (299, 230), (309, 244), (319, 255), (323, 264)","(916, 426), (971, 450), (999, 451), (1033, 445), (976, 400), (981, 458), (1013, 480), (1033, 509), (1052, 531), (1060, 548)"
1020,P07,20250513T072258Z,717.2,721,17931,18026,17929,P07_17929_428_6_1570_890.jpg,cut leafs,strawberry,"428, 6, 1570, 890","(306, 219), (283, 211), (278, 174), (296, 194), (259, 193), (268, 195), (273, 211), (253, 211), (241, 230), (248, 253)","(1041, 444), (995, 428), (984, 354), (1021, 395), (947, 392), (964, 397), (974, 429), (934, 429), (910, 466), (925, 513)"
1021,P07,20250513T072258Z,722.16,726.32,18055,18159,18034,P07_18034_456_14_1762_1052.jpg,cut leafs,strawberry,"456, 14, 1762, 1052","(183, 122), (218, 131), (229, 151), (241, 173), (251, 189), (266, 215), (278, 237), (287, 256), (294, 271), (298, 286)","(823, 258), (892, 277), (914, 317), (938, 360), (959, 392), (989, 444), (1013, 488), (1031, 527), (1045, 556), (1053, 586)"
1022,P07,20250513T072258Z,727.08,733.28,18178,18333,18175,P07_18175_298_36_1468_1060.jpg,cut leafs,strawberry,"298, 36, 1468, 1060","(313, 130), (335, 133), (357, 137), (341, 153), (343, 180), (344, 199), (344, 215), (347, 245), (348, 262), (347, 292)","(924, 297), (969, 303), (1013, 310), (980, 343), (984, 396), (986, 434), (987, 466), (992, 527), (995, 561), (992, 621)"
1023,P07,20250513T072258Z,738.6,744.88,18466,18623,18465,P07_18465_490_6_1714_818.jpg,cut leafs,strawberry,"490, 6, 1714, 818","(91, 118), (119, 120), (133, 104), (139, 135), (156, 155), (173, 184), (188, 203), (208, 224), (225, 247), (237, 265)","(672, 242), (728, 246), (757, 215), (769, 276), (803, 317), (836, 374), (867, 412), (906, 455), (940, 500), (965, 536)"
1024,P07,20250513T072258Z,744.92,748.36,18624,18710,18622,P07_18622_596_36_1646_876.jpg,cut leafs,strawberry,"596, 36, 1646, 876","(57, 176), (79, 168), (61, 162), (94, 178), (111, 196), (129, 215), (146, 239), (162, 255), (174, 268), (183, 281)","(711, 389), (754, 372), (718, 361), (784, 393), (818, 428), (855, 466), (889, 515), (921, 546), (944, 572), (962, 599)"
1025,P07,20250513T072258Z,752.2,756.56,18806,18915,18805,P07_18805_618_2_1652_1026.jpg,cut leafs,strawberry,"618, 2, 1652, 1026","(136, 110), (158, 119), (159, 83), (142, 149), (143, 196), (153, 231), (163, 258), (171, 278), (178, 296), (182, 312)","(890, 223), (935, 240), (937, 168), (903, 301), (904, 394), (924, 464), (944, 519), (961, 559), (974, 595), (983, 627)"
1026,P07,20250513T072258Z,756.6,759.92,18916,18999,18918,P07_18918_496_14_1676_990.jpg,cut leafs,strawberry,"496, 14, 1676, 990","(121, 212), (139, 210), (152, 196), (148, 225), (164, 219), (180, 234), (195, 247), (209, 262), (221, 278), (234, 291)","(739, 438), (775, 435), (800, 406), (793, 464), (824, 453), (856, 483), (886, 509), (915, 538), (938, 570), (965, 597)"
1027,P07,20250513T072258Z,766.36,773.76,19160,19345,19157,P07_19157_604_80_1658_1058.jpg,cut leafs,strawberry,"604, 80, 1658, 1058","(119, 146), (136, 144), (147, 144), (152, 156), (163, 168), (189, 216), (197, 237), (203, 261), (210, 287), (203, 270)","(842, 373), (876, 369), (898, 369), (909, 393), (930, 416), (983, 512), (998, 554), (1010, 603), (1024, 655), (1010, 621)"
1028,P07,20250513T072258Z,774.16,778.4,19355,19461,19354,P07_19354_530_44_1812_1066.jpg,turn pot,strawberry,"530, 44, 1812, 1066","(192, 297), (201, 320), (202, 341), (206, 360), (210, 381), (321, 304), (313, 329), (311, 348), (309, 364), (305, 383)","(915, 638), (933, 685), (935, 727), (943, 765), (951, 806), (1173, 653), (1157, 702), (1152, 740), (1148, 772), (1141, 810)"
1029,P07,20250513T072258Z,780.04,784.56,19502,19615,19497,P07_19497_340_20_1548_1066.jpg,cut leafs,strawberry,"340, 20, 1548, 1066","(207, 242), (227, 261), (157, 245), (176, 235), (216, 216), (210, 232), (240, 270), (265, 277), (281, 283), (298, 286)","(755, 504), (795, 543), (654, 510), (692, 490), (772, 453), (760, 484), (820, 560), (871, 575), (903, 587), (936, 593)"
1030,P07,20250513T072258Z,798.04,802.44,19952,20062,19940,P07_19940_422_0_1668_916.jpg,cut leafs,strawberry,"422, 0, 1668, 916","(136, 103), (165, 129), (157, 151), (213, 164), (244, 184), (204, 34), (195, 71), (255, 193), (274, 210), (292, 240)","(695, 206), (752, 259), (737, 303), (849, 329), (910, 369), (830, 69), (813, 142), (932, 386), (971, 420), (1007, 480)"
1031,P07,20250513T072258Z,804.32,812.88,20109,20323,20105,P07_20105_432_32_1572_1068.jpg,cut leafs,strawberry,"432, 32, 1572, 1068","(319, 154), (290, 165), (317, 167), (350, 158), (308, 197), (299, 220), (289, 249), (283, 275), (282, 300), (286, 261)","(1070, 340), (1013, 363), (1067, 367), (1133, 348), (1048, 427), (1030, 473), (1011, 530), (998, 582), (996, 632), (1004, 555)"
1032,P07,20250513T072258Z,827.76,832.08,20695,20803,20692,P07_20692_360_2_1350_834.jpg,cut leafs,strawberry,"360, 2, 1350, 834","(319, 237), (305, 270), (355, 309), (324, 294), (289, 322), (300, 298), (299, 285), (284, 274), (277, 269), (271, 260)","(998, 476), (971, 542), (1070, 621), (1009, 590), (939, 647), (961, 599), (958, 572), (928, 550), (915, 541), (903, 522)"
1033,P07,20250513T072258Z,833.24,838,20832,20951,20828,P07_20828_454_62_1428_920.jpg,cut leafs,strawberry,"454, 62, 1428, 920","(198, 221), (196, 246), (156, 222), (180, 216), (212, 185), (207, 197), (222, 226), (233, 247), (242, 255), (254, 278)","(850, 505), (846, 554), (766, 506), (814, 494), (879, 432), (869, 457), (898, 514), (921, 557), (939, 573), (963, 618)"
1034,P07,20250513T072258Z,838.88,842.48,20973,21063,20970,P07_20970_386_94_1332_954.jpg,cut leafs,strawberry,"386, 94, 1332, 954","(209, 284), (225, 255), (230, 233), (234, 246), (244, 256), (261, 271), (211, 254), (195, 274), (217, 232), (250, 233)","(804, 662), (836, 605), (847, 560), (854, 586), (875, 606), (909, 637), (808, 602), (777, 643), (821, 559), (887, 560)"
1035,P07,20250513T072258Z,843.28,846.24,21083,21157,21082,P07_21082_396_134_1392_990.jpg,cut leafs,strawberry,"396, 134, 1392, 990","(186, 157), (200, 169), (223, 156), (218, 167), (223, 193), (231, 208), (243, 209), (253, 217), (264, 234), (277, 255)","(768, 449), (796, 473), (842, 446), (832, 468), (842, 520), (858, 550), (882, 552), (902, 569), (925, 603), (951, 644)"
1036,P07,20250513T072258Z,869.88,875.76,21748,21895,21729,P07_21729_482_34_1464_766.jpg,cut leafs,strawberry,"482, 34, 1464, 766","(179, 246), (200, 259), (221, 271), (214, 306), (233, 271), (256, 292), (238, 248), (247, 234), (255, 229), (263, 226)","(841, 526), (882, 553), (924, 576), (911, 646), (949, 576), (995, 618), (958, 530), (977, 503), (992, 493), (1009, 486)"
1037,P07,20250513T072258Z,883.52,887.16,22089,22180,22086,P07_22086_326_20_1502_728.jpg,cut leafs,strawberry,"326, 20, 1502, 728","(292, 213), (278, 213), (279, 228), (277, 241), (276, 253), (286, 262), (300, 267), (263, 251), (263, 261), (280, 268)","(910, 446), (883, 447), (884, 477), (880, 503), (879, 526), (898, 545), (926, 554), (852, 523), (852, 543), (887, 557)"
1038,P07,20250513T072258Z,903.04,909.88,22577,22748,22575,P07_22575_406_110_1488_780.jpg,cut leafs,strawberry,"406, 110, 1488, 780","(218, 204), (225, 226), (237, 248), (243, 265), (211, 246), (179, 259), (251, 230), (261, 225), (266, 218), (276, 213)","(843, 519), (856, 562), (880, 607), (892, 641), (828, 603), (764, 628), (908, 570), (928, 560), (939, 547), (958, 536)"
1039,P07,20250513T072258Z,909.96,915.68,22750,22893,22748,P07_22748_432_116_1476_780.jpg,cut leafs,strawberry,"432, 116, 1476, 780","(259, 195), (243, 212), (250, 242), (251, 265), (239, 256), (226, 233), (213, 243), (247, 218), (256, 213), (259, 209)","(950, 507), (918, 540), (932, 600), (934, 647), (911, 629), (885, 582), (859, 602), (926, 553), (945, 543), (951, 535)"
1040,P07,20250513T072258Z,923.4,927.48,23086,23188,23087,P07_23087_468_14_1638_808.jpg,cut leafs,strawberry,"468, 14, 1638, 808","(230, 284), (257, 283), (285, 285), (257, 301), (262, 329), (277, 230), (267, 241), (264, 258), (263, 269), (271, 227)","(929, 583), (983, 580), (1039, 585), (983, 616), (992, 672), (1022, 474), (1003, 496), (996, 531), (995, 553), (1010, 469)"
1041,P07,20250513T072258Z,930.84,935.88,23272,23398,23188,P07_23188_506_110_1460_772.jpg,cut leafs,strawberry,"506, 110, 1460, 772","(332, 117), (328, 143), (318, 175), (314, 199), (308, 222), (332, 162), (358, 165), (375, 166), (296, 183), (260, 204)","(1171, 344), (1162, 396), (1143, 461), (1135, 509), (1122, 555), (1171, 434), (1222, 441), (1256, 443), (1099, 477), (1026, 519)"
1042,P07,20250513T072258Z,936.52,944,23414,23601,23407,P07_23407_430_156_1478_830.jpg,cut leafs,strawberry,"430, 156, 1478, 830","(212, 92), (235, 114), (236, 132), (219, 151), (268, 132), (255, 148), (257, 166), (255, 177), (255, 199), (263, 212)","(854, 341), (900, 385), (902, 420), (868, 458), (967, 420), (940, 453), (944, 488), (940, 510), (941, 555), (956, 580)"
1043,P07,20250513T072258Z,978.2,983.32,24456,24584,24453,P07_24453_524_78_1732_888.jpg,cut leafs,strawberry,"524, 78, 1732, 888","(104, 210), (96, 252), (110, 295), (74, 282), (128, 236), (166, 228), (222, 229), (239, 235), (262, 241), (150, 231)","(732, 498), (716, 582), (744, 669), (672, 642), (781, 552), (856, 534), (968, 537), (1002, 549), (1049, 561), (824, 541)"
1044,P07,20250513T072258Z,990.2,994.76,24756,24870,24753,P07_24753_696_176_1818_1028.jpg,cut leafs,strawberry,"696, 176, 1818, 1028","(71, 99), (101, 107), (118, 126), (100, 144), (138, 124), (147, 150), (182, 202), (205, 223), (212, 246), (209, 239)","(838, 374), (898, 390), (933, 428), (897, 464), (972, 425), (990, 477), (1061, 581), (1106, 622), (1121, 669), (1115, 654)"
1045,P07,20250513T072258Z,1007.52,1018.56,25189,25465,25185,P07_25185_708_104_1644_1030.jpg,cut leafs,strawberry,"708, 104, 1644, 1030","(50, 231), (71, 255), (32, 276), (56, 270), (77, 269), (75, 298), (94, 251), (109, 240), (126, 229), (141, 222)","(809, 567), (850, 615), (773, 656), (821, 644), (863, 642), (858, 700), (896, 606), (926, 585), (961, 563), (990, 549)"
1046,P07,20250513T072258Z,1019.32,1025,25484,25626,25473,P07_25473_648_90_1672_1068.jpg,cut leafs,strawberry,"648, 90, 1672, 1068","(74, 240), (88, 265), (48, 304), (83, 282), (88, 306), (107, 271), (136, 258), (157, 244), (177, 237), (171, 231)","(797, 571), (825, 620), (744, 698), (815, 655), (825, 702), (863, 633), (920, 606), (963, 579), (1003, 564), (991, 553)"
1047,P07,20250513T072258Z,1025.28,1030.32,25633,25759,25631,P07_25631_742_196_1666_1072.jpg,cut leafs,strawberry,"742, 196, 1666, 1072","(168, 103), (198, 87), (207, 130), (216, 156), (192, 141), (177, 140), (165, 161), (154, 177), (151, 184), (159, 168)","(1079, 402), (1138, 371), (1157, 457), (1175, 509), (1126, 479), (1097, 476), (1073, 518), (1050, 551), (1044, 565), (1061, 533)"
1048,P07,20250513T072258Z,1030.72,1036.48,25769,25913,25765,P07_25765_636_150_1588_1072.jpg,cut leafs,strawberry,"636, 150, 1588, 1072","(150, 260), (161, 264), (129, 274), (103, 295), (105, 322), (136, 326), (151, 303), (179, 274), (211, 293), (210, 268)","(937, 670), (959, 679), (895, 699), (842, 740), (847, 795), (909, 802), (938, 757), (994, 699), (1059, 737), (1056, 686)"
1049,P07,20250513T072258Z,1053.48,1059.52,26338,26489,26336,P07_26336_382_78_1674_878.jpg,cut leafs,strawberry,"382, 78, 1674, 878","(162, 260), (194, 240), (222, 234), (240, 231), (249, 259), (211, 257), (184, 273), (173, 224), (234, 265), (265, 220)","(706, 599), (770, 558), (827, 547), (863, 541), (881, 596), (805, 592), (750, 624), (729, 526), (850, 609), (913, 518)"
1050,P07,20250513T072258Z,1059.96,1064.56,26500,26615,26497,P07_26497_620_32_1896_858.jpg,cut leafs,strawberry,"620, 32, 1896, 858","(81, 272), (83, 315), (116, 244), (51, 272), (160, 237), (190, 237), (222, 238), (251, 240), (271, 251), (279, 253)","(783, 576), (786, 662), (852, 521), (723, 576), (940, 506), (1001, 507), (1065, 509), (1123, 513), (1162, 535), (1178, 539)"
1051,P07,20250513T072258Z,1071.48,1076.44,26788,26912,26786,P07_26786_640_26_1718_882.jpg,cut leafs,strawberry,"640, 26, 1718, 882","(178, 178), (156, 195), (129, 117), (156, 139), (198, 154), (239, 133), (192, 202), (194, 217), (220, 143), (145, 175)","(997, 382), (953, 417), (898, 260), (953, 304), (1036, 335), (1119, 293), (1024, 431), (1029, 460), (1081, 312), (931, 376)"
1052,P07,20250513T072258Z,1076.48,1082.04,26913,27052,26915,P07_26915_456_86_1554_844.jpg,cut leafs,strawberry,"456, 86, 1554, 844","(232, 225), (256, 198), (271, 206), (263, 235), (285, 197), (305, 202), (317, 216), (244, 207), (264, 219), (286, 220)","(921, 537), (968, 483), (998, 498), (983, 557), (1027, 481), (1066, 491), (1090, 519), (945, 500), (985, 525), (1029, 526)"
1053,P07,20250513T072258Z,1106.2,1111.68,27656,27793,27654,P07_27654_428_60_1358_834.jpg,cut leafs,strawberry,"428, 60, 1358, 834","(193, 283), (213, 301), (205, 312), (182, 326), (222, 319), (228, 344), (232, 294), (274, 224), (280, 224), (221, 293)","(815, 626), (855, 662), (838, 684), (792, 713), (873, 699), (884, 748), (893, 649), (977, 508), (989, 508), (870, 646)"
1054,P07,20250513T072258Z,1111.92,1119.24,27799,27982,27795,P07_27795_546_68_1440_870.jpg,cut leafs,strawberry,"546, 68, 1440, 870","(185, 211), (186, 227), (184, 249), (192, 275), (200, 297), (204, 256), (220, 258), (231, 256), (210, 259), (186, 288)","(917, 491), (918, 522), (915, 567), (931, 619), (947, 663), (955, 581), (987, 584), (1008, 581), (966, 586), (918, 644)"
1055,P07,20250513T072258Z,1119.72,1125.44,27994,28137,27993,P07_27993_530_56_1480_884.jpg,cut leafs,strawberry,"530, 56, 1480, 884","(114, 269), (131, 289), (147, 312), (171, 348), (78, 327), (107, 315), (175, 282), (192, 271), (203, 260), (224, 250)","(758, 594), (793, 634), (825, 680), (873, 753), (686, 710), (744, 687), (880, 621), (914, 598), (937, 577), (979, 557)"
1056,P07,20250513T072258Z,1135.16,1140.16,28380,28505,28378,P07_28378_594_46_1592_882.jpg,cut leafs,strawberry,"594, 46, 1592, 882","(206, 236), (220, 249), (243, 254), (218, 256), (201, 277), (192, 277), (201, 248), (219, 287), (227, 277), (212, 259)","(1006, 518), (1034, 544), (1080, 555), (1031, 558), (996, 600), (978, 600), (996, 542), (1032, 620), (1048, 601), (1018, 564)"
1057,P07,20250513T072258Z,1140.76,1145.6,28520,28641,28505,P07_28505_592_28_1620_848.jpg,cut leafs,strawberry,"592, 28, 1620, 848","(196, 261), (218, 263), (233, 280), (215, 287), (170, 281), (185, 280), (190, 293), (196, 315), (209, 242), (202, 248)","(984, 551), (1028, 554), (1059, 588), (1022, 602), (933, 591), (963, 588), (973, 614), (984, 659), (1010, 512), (997, 524)"
1058,P07,20250513T072258Z,1160,1164.12,29001,29104,29001,P07_29001_534_180_1464_888.jpg,cut leafs,strawberry,"534, 180, 1464, 888","(191, 157), (216, 150), (234, 135), (201, 136), (204, 157), (205, 167), (179, 152), (169, 160), (154, 174), (207, 180)","(916, 494), (966, 481), (1003, 451), (937, 452), (943, 495), (944, 515), (892, 485), (872, 501), (843, 528), (948, 540)"
1059,P07,20250513T072258Z,1171,1174.04,29276,29352,29273,P07_29273_638_174_1598_946.jpg,turn pot,strawberry,"638, 174, 1598, 946","(147, 240), (146, 262), (146, 284), (148, 302), (275, 255), (261, 285), (255, 302), (251, 321), (146, 274), (255, 314)","(932, 655), (930, 698), (931, 742), (935, 778), (1189, 685), (1160, 744), (1148, 778), (1141, 817), (931, 722), (1149, 803)"
1060,P07,20250513T072258Z,1174.52,1180.32,29364,29509,29352,P07_29352_602_188_1568_918.jpg,cut leafs,strawberry,"602, 188, 1568, 918","(108, 160), (126, 178), (161, 162), (143, 182), (127, 205), (116, 214), (142, 197), (203, 211), (211, 214), (122, 192)","(819, 509), (854, 544), (925, 513), (889, 553), (856, 598), (835, 617), (887, 582), (1009, 611), (1025, 617), (847, 573)"
1061,P07,20250513T072258Z,1182.16,1188.76,29555,29720,29555,P07_29555_612_258_1682_1058.jpg,cut leafs,strawberry,"612, 258, 1682, 1058","(180, 198), (181, 219), (168, 234), (168, 251), (179, 242), (195, 231), (191, 215), (202, 214), (213, 214), (180, 229)","(973, 655), (974, 696), (949, 727), (949, 760), (970, 742), (1002, 721), (995, 689), (1017, 687), (1038, 686), (973, 717)"
1062,P07,20250513T072258Z,1190.76,1193.36,29770,29835,29769,P07_29769_356_132_1410_954.jpg,turn pot,strawberry,"356, 132, 1410, 954","(253, 253), (261, 274), (265, 289), (270, 306), (275, 321), (383, 212), (380, 237), (379, 255), (378, 277), (380, 297)","(863, 638), (878, 680), (887, 710), (896, 745), (906, 775), (1123, 556), (1117, 606), (1114, 643), (1113, 687), (1116, 727)"
1063,P07,20250513T072258Z,1195.16,1201.72,29880,30044,29877,P07_29877_350_122_1232_830.jpg,cut leafs,strawberry,"350, 122, 1232, 830","(236, 182), (214, 209), (209, 194), (247, 160), (265, 181), (277, 196), (246, 190), (263, 207), (269, 219), (275, 229)","(823, 486), (779, 541), (769, 510), (844, 443), (880, 485), (904, 514), (842, 502), (877, 537), (889, 561), (900, 580)"
1064,P07,20250513T072258Z,1241.2,1244.32,31031,31109,31029,P07_31029_420_242_1344_940.jpg,turn pot,strawberry,"420, 242, 1344, 940","(239, 228), (245, 251), (255, 277), (258, 294), (259, 310), (376, 224), (370, 242), (369, 261), (367, 286), (364, 305)","(899, 699), (911, 744), (931, 796), (936, 831), (939, 863), (1173, 691), (1160, 726), (1158, 764), (1154, 814), (1149, 852)"
1065,P03,20250520T072757Z,4.24,13.36,107,335,103,P03_103_496_194_1900_914.jpg,cut stem,strawberry,"496, 194, 1900, 914","(108, 328), (149, 314), (204, 302), (247, 290), (301, 267), (322, 244), (347, 215), (372, 186), (413, 167), (459, 162)","(712, 851), (794, 822), (904, 798), (990, 775), (1098, 728), (1140, 683), (1190, 624), (1241, 567), (1322, 528), (1414, 519)"
1066,P03,20250520T072757Z,13.48,21.2,338,531,335,P03_335_646_150_1914_962.jpg,cut stem,strawberry,"646, 150, 1914, 962","(37, 261), (68, 296), (100, 317), (162, 300), (223, 263), (265, 226), (315, 190), (377, 196), (208, 271), (209, 254)","(721, 673), (782, 742), (846, 784), (970, 751), (1092, 677), (1176, 602), (1277, 531), (1401, 543), (1062, 692), (1064, 659)"
1067,P03,20250520T072757Z,37.6,44.32,941,1109,880,P03_880_434_154_1906_1060.jpg,cut stem,strawberry,"434, 154, 1906, 1060","(116, 442), (143, 388), (166, 347), (194, 309), (218, 272), (237, 251), (273, 214), (289, 198), (228, 261), (250, 231)","(667, 1038), (720, 930), (766, 848), (823, 773), (871, 699), (909, 657), (981, 583), (1012, 551), (890, 677), (935, 617)"
1068,P03,20250520T072757Z,62.24,69.12,1557,1729,1543,P03_1543_664_146_1918_1062.jpg,cut stem,strawberry,"664, 146, 1918, 1062","(89, 296), (120, 267), (154, 252), (209, 240), (248, 229), (257, 226), (293, 222), (325, 218), (354, 213), (395, 195)","(842, 738), (904, 680), (973, 651), (1082, 626), (1160, 604), (1178, 598), (1250, 590), (1314, 583), (1373, 573), (1455, 537)"
1069,P03,20250520T072757Z,73.76,80.28,1845,2008,1842,P03_1842_806_204_1912_1074.jpg,cut stem,strawberry,"806, 204, 1912, 1074","(67, 231), (91, 231), (122, 227), (152, 219), (177, 207), (205, 197), (228, 189), (246, 190), (139, 222), (146, 223)","(941, 666), (988, 666), (1050, 659), (1111, 643), (1161, 618), (1217, 598), (1263, 582), (1299, 585), (1085, 648), (1099, 651)"
